age,gender,tenure_months,contract_type,monthly_charges,total_charges,internet_service,payment_method,support_calls,late_payments,online_security,tech_support,streaming_service,senior_citizen,family_members,churn
35,Male,49,Month-to-month,46.89,6918.16,Fiber optic,Bank transfer,1,0,No,Yes,Yes,1,1,1
66,Female,23,One year,127.38,7259.87,Fiber optic,Electronic check,4,0,Yes,Yes,Yes,0,5,0
36,Male,62,One year,100.01,6236.55,Fiber optic,Bank transfer,1,0,No,Yes,Yes,0,5,1
69,Female,56,One year,84.71,6288.26,No,Bank transfer,1,2,Yes,No,Yes,0,3,0
52,Male,55,Two year,138.25,4999.13,DSL,Credit card,0,2,No,No,No,0,5,0
57,Female,25,Two year,110.21,5142.14,Fiber optic,Bank transfer,2,0,Yes,No,Yes,1,3,0
31,Female,9,Month-to-month,69.64,1789.97,DSL,Mailed check,1,1,No,No,Yes,0,4,0
75,Female,12,Month-to-month,51.02,7464.21,No,Credit card,0,1,No,No,No,0,3,0
50,Male,11,One year,29.24,2878.02,Fiber optic,Electronic check,1,2,No,No,No,1,4,0
31,Male,38,Month-to-month,41.5,4868.06,Fiber optic,Bank transfer,7,3,No,No,Yes,0,1,0
51,Male,28,Month-to-month,149.05,2320.96,Fiber optic,Mailed check,2,1,Yes,No,Yes,0,5,0
41,Female,36,One year,42.17,7237.27,No,Mailed check,1,0,Yes,Yes,No,0,4,0
46,Male,50,Month-to-month,75.3,5609.95,DSL,Electronic check,2,2,Yes,No,Yes,1,1,0
36,Male,9,Month-to-month,144.87,5150.81,No,Mailed check,4,1,No,Yes,No,1,5,1
23,Male,60,One year,31.85,4458.96,DSL,Electronic check,3,0,No,Yes,Yes,0,1,0
74,Female,72,Month-to-month,97.22,1924.25,Fiber optic,Bank transfer,2,1,No,Yes,No,1,5,0
50,Female,67,Month-to-month,139.49,3197.29,DSL,Mailed check,3,1,Yes,Yes,Yes,0,2,0
66,Male,53,Month-to-month,143.46,3716.91,DSL,Bank transfer,2,0,No,No,Yes,0,1,0
57,Female,17,Month-to-month,129.98,8506.66,Fiber optic,Credit card,3,2,Yes,No,No,1,4,1
36,Female,53,Month-to-month,131.27,3887.69,DSL,Credit card,6,1,No,Yes,No,0,5,0
70,Female,28,One year,104.78,5317.09,No,Bank transfer,3,1,No,Yes,No,1,1,0
22,Male,15,Month-to-month,114.99,4714.0,DSL,Electronic check,1,2,Yes,Yes,Yes,0,5,1
44,Male,19,Month-to-month,147.19,2337.9,No,Electronic check,1,0,No,No,No,0,1,1
33,Female,70,Month-to-month,88.37,3490.95,Fiber optic,Credit card,1,0,Yes,No,No,0,2,0
23,Female,47,One year,53.89,3442.3,Fiber optic,Mailed check,0,0,Yes,No,No,0,3,0
57,Female,71,Month-to-month,94.55,6460.99,DSL,Credit card,3,2,No,No,No,0,4,0
30,Female,48,Month-to-month,109.78,2735.47,Fiber optic,Mailed check,3,2,No,No,No,0,4,1
65,Male,20,One year,47.08,6599.57,Fiber optic,Electronic check,2,2,No,Yes,Yes,0,5,1
29,Female,64,Month-to-month,99.61,1304.54,Fiber optic,Mailed check,0,1,Yes,No,No,0,5,0
33,Male,36,Two year,59.78,5783.13,Fiber optic,Electronic check,5,1,Yes,No,Yes,0,5,0
60,Female,5,Two year,40.18,3311.6,Fiber optic,Mailed check,2,1,No,Yes,Yes,0,5,0
42,Male,7,Two year,96.21,5744.07,Fiber optic,Mailed check,3,2,Yes,Yes,Yes,0,1,0
37,Male,70,One year,63.94,3728.91,DSL,Mailed check,0,1,Yes,No,No,0,4,0
48,Female,22,Two year,58.47,8329.78,DSL,Electronic check,4,2,Yes,No,Yes,0,5,0
21,Male,46,Month-to-month,65.14,3656.57,DSL,Electronic check,2,1,Yes,No,Yes,0,4,0
61,Female,40,One year,83.68,2835.63,Fiber optic,Credit card,2,0,No,Yes,No,0,3,0
40,Male,61,One year,146.73,7982.51,Fiber optic,Electronic check,1,2,No,No,No,0,4,1
19,Male,46,Month-to-month,119.26,1313.09,Fiber optic,Mailed check,4,1,Yes,Yes,Yes,1,4,0
73,Female,28,One year,130.73,1205.46,Fiber optic,Bank transfer,2,0,Yes,No,Yes,0,3,0
39,Male,35,Month-to-month,85.73,8427.71,Fiber optic,Mailed check,1,3,No,No,No,0,2,1
68,Female,1,Month-to-month,88.4,1959.82,DSL,Bank transfer,3,1,Yes,No,No,0,3,0
74,Female,29,Month-to-month,46.56,1421.09,DSL,Mailed check,4,1,No,Yes,No,0,5,0
54,Female,9,Two year,113.74,4863.0,DSL,Bank transfer,2,2,No,No,Yes,0,3,0
25,Female,9,Month-to-month,74.81,516.42,DSL,Bank transfer,0,0,No,No,Yes,0,5,0
24,Male,22,One year,116.52,5618.13,DSL,Credit card,2,1,Yes,Yes,No,0,1,0
73,Female,66,Month-to-month,34.11,5799.67,DSL,Credit card,0,1,Yes,Yes,No,0,4,0
72,Male,58,Month-to-month,42.5,2627.04,DSL,Mailed check,2,0,No,Yes,Yes,0,3,0
20,Male,70,One year,125.5,8158.7,No,Mailed check,2,0,No,No,Yes,0,2,0
67,Female,55,Two year,53.62,2508.17,No,Bank transfer,3,0,Yes,Yes,No,0,1,0
72,Female,19,Month-to-month,140.82,8511.32,DSL,Electronic check,1,4,No,No,No,0,1,1
36,Male,33,Month-to-month,105.49,3667.2,Fiber optic,Electronic check,3,0,Yes,Yes,No,0,1,0
68,Male,65,Month-to-month,34.86,1536.7,Fiber optic,Electronic check,0,2,Yes,Yes,Yes,0,4,0
35,Female,60,Month-to-month,38.67,708.6,DSL,Mailed check,1,1,Yes,Yes,Yes,1,3,1
69,Male,12,Month-to-month,55.41,8670.86,Fiber optic,Electronic check,2,1,No,No,No,0,2,0
33,Male,43,Month-to-month,97.22,6896.94,DSL,Credit card,2,3,Yes,No,No,1,2,1
25,Female,17,Month-to-month,117.87,8278.67,No,Mailed check,1,2,Yes,Yes,Yes,0,2,1
50,Male,68,One year,55.68,6319.61,Fiber optic,Electronic check,4,2,Yes,Yes,Yes,0,3,0
29,Male,55,Month-to-month,34.19,1194.85,Fiber optic,Electronic check,3,3,No,Yes,No,0,2,0
70,Female,7,One year,46.99,8370.83,Fiber optic,Credit card,0,2,Yes,No,No,0,5,0
28,Female,44,Month-to-month,146.16,4457.61,No,Bank transfer,1,0,No,No,Yes,0,5,0
22,Female,5,Two year,37.52,3628.93,Fiber optic,Credit card,3,1,Yes,Yes,No,0,5,0
44,Female,60,One year,135.45,5242.35,DSL,Bank transfer,2,0,Yes,No,Yes,0,1,0
34,Male,7,Month-to-month,29.5,2851.91,DSL,Credit card,3,2,Yes,No,No,0,1,1
23,Male,46,One year,82.88,5777.1,No,Bank transfer,0,0,No,Yes,No,0,2,0
50,Female,57,Month-to-month,87.47,991.09,No,Credit card,2,1,Yes,No,No,0,4,0
22,Male,54,Month-to-month,141.18,1303.66,DSL,Mailed check,2,1,No,Yes,No,0,4,0
74,Female,46,Month-to-month,74.74,4644.23,DSL,Bank transfer,3,1,No,No,No,0,5,0
45,Male,10,One year,78.08,5648.77,Fiber optic,Electronic check,1,0,No,No,Yes,0,4,0
31,Male,4,One year,34.62,1764.32,Fiber optic,Mailed check,3,0,Yes,Yes,No,0,1,0
22,Female,67,Month-to-month,103.09,394.45,DSL,Electronic check,0,0,No,Yes,Yes,0,5,0
71,Female,25,One year,47.42,8629.47,Fiber optic,Electronic check,3,0,Yes,Yes,Yes,1,4,0
73,Male,61,Month-to-month,30.08,344.68,DSL,Mailed check,1,4,No,No,Yes,0,2,0
50,Male,38,Month-to-month,149.6,118.26,DSL,Bank transfer,1,2,No,Yes,Yes,0,4,0
67,Female,32,One year,55.05,2977.73,Fiber optic,Mailed check,1,1,Yes,Yes,Yes,0,5,0
65,Male,23,Month-to-month,38.34,2079.83,Fiber optic,Electronic check,1,0,Yes,No,Yes,0,4,0
58,Male,37,Month-to-month,110.93,5204.92,Fiber optic,Credit card,4,0,No,Yes,Yes,0,4,1
36,Female,3,Month-to-month,126.82,8058.46,Fiber optic,Bank transfer,2,1,No,Yes,Yes,1,2,1
39,Male,13,One year,28.33,4381.86,Fiber optic,Credit card,2,1,No,Yes,No,0,2,0
22,Female,34,Month-to-month,33.7,6982.38,DSL,Bank transfer,6,2,Yes,No,Yes,0,4,0
19,Female,65,Two year,31.72,8192.12,Fiber optic,Bank transfer,4,0,No,No,No,1,1,0
47,Female,8,Month-to-month,26.1,1785.66,Fiber optic,Credit card,2,1,No,No,Yes,0,4,0
64,Male,9,One year,105.73,4445.97,Fiber optic,Electronic check,3,0,Yes,No,Yes,0,1,0
56,Male,28,Month-to-month,96.48,5814.42,Fiber optic,Mailed check,3,0,No,Yes,No,0,4,0
21,Female,18,Month-to-month,106.16,3053.76,DSL,Credit card,3,1,No,Yes,Yes,0,5,0
50,Female,42,One year,85.74,6683.79,DSL,Electronic check,2,1,No,Yes,Yes,0,4,0
30,Male,41,Month-to-month,126.28,6377.3,DSL,Credit card,0,0,No,Yes,No,0,1,0
71,Male,33,Month-to-month,139.44,882.79,Fiber optic,Mailed check,3,0,No,Yes,No,0,1,0
24,Female,54,Month-to-month,83.13,202.96,No,Bank transfer,1,1,No,Yes,Yes,0,4,0
32,Female,36,Month-to-month,122.79,3387.21,Fiber optic,Credit card,2,0,No,Yes,Yes,1,2,1
40,Male,56,One year,72.96,830.41,Fiber optic,Credit card,4,1,No,Yes,Yes,0,4,0
31,Male,17,One year,76.58,7056.46,Fiber optic,Bank transfer,2,1,No,No,Yes,0,3,0
40,Male,10,Month-to-month,130.37,3075.5,Fiber optic,Electronic check,4,0,No,No,Yes,0,4,1
36,Female,44,Month-to-month,34.0,6028.27,Fiber optic,Electronic check,0,0,No,No,Yes,0,3,0
71,Female,2,Month-to-month,93.44,3182.77,Fiber optic,Bank transfer,2,1,No,No,Yes,0,1,1
46,Male,14,Month-to-month,114.42,7183.85,Fiber optic,Electronic check,2,1,No,Yes,Yes,0,1,1
73,Male,41,One year,117.55,8006.87,DSL,Electronic check,1,2,No,Yes,No,0,4,0
37,Female,2,One year,96.89,7553.88,No,Electronic check,1,1,Yes,Yes,Yes,0,2,0
46,Female,19,Month-to-month,78.25,4411.81,Fiber optic,Bank transfer,4,0,Yes,Yes,No,0,1,1
41,Male,1,Month-to-month,53.9,847.17,Fiber optic,Mailed check,0,3,Yes,Yes,No,0,3,1
35,Male,2,Two year,138.23,3408.23,Fiber optic,Bank transfer,1,5,No,No,Yes,0,2,1
27,Male,27,Month-to-month,68.07,3877.66,Fiber optic,Credit card,1,1,No,No,Yes,0,4,0
58,Female,2,Month-to-month,123.87,8646.26,Fiber optic,Credit card,2,1,Yes,Yes,No,0,3,1
74,Male,51,One year,24.12,5132.93,No,Credit card,3,0,No,No,Yes,0,4,0
25,Female,10,One year,50.18,5803.53,Fiber optic,Electronic check,4,0,No,No,No,0,2,0
43,Female,19,Month-to-month,64.93,7059.83,Fiber optic,Credit card,1,1,No,Yes,Yes,0,5,0
46,Male,13,Two year,107.3,5157.0,Fiber optic,Electronic check,2,1,No,Yes,No,0,2,0
27,Male,48,Month-to-month,61.51,5426.51,No,Electronic check,2,3,Yes,Yes,No,0,2,0
34,Female,56,One year,25.38,2283.42,Fiber optic,Electronic check,0,0,Yes,Yes,Yes,0,1,0
19,Male,72,Month-to-month,42.6,623.91,Fiber optic,Credit card,1,1,Yes,No,Yes,0,1,0
23,Female,56,One year,53.69,6520.33,DSL,Credit card,2,1,No,No,Yes,0,2,0
45,Male,59,One year,119.96,4985.34,Fiber optic,Electronic check,2,1,Yes,Yes,No,0,3,0
58,Male,39,Two year,73.56,2834.84,Fiber optic,Mailed check,1,1,Yes,Yes,No,0,3,0
22,Female,21,Month-to-month,72.67,4106.96,DSL,Mailed check,4,1,Yes,No,No,0,1,0
35,Female,55,One year,145.66,1959.12,Fiber optic,Bank transfer,1,1,No,No,No,0,4,0
43,Female,57,Two year,78.07,6862.99,Fiber optic,Bank transfer,5,0,Yes,No,No,0,3,0
37,Male,41,One year,140.6,4478.01,Fiber optic,Electronic check,1,0,Yes,No,No,0,1,0
66,Female,49,Month-to-month,72.08,430.08,Fiber optic,Mailed check,1,1,No,Yes,No,0,5,0
44,Female,44,Month-to-month,71.52,5639.35,Fiber optic,Mailed check,3,1,No,Yes,No,0,1,0
66,Male,35,Month-to-month,90.99,1903.64,Fiber optic,Electronic check,3,1,Yes,No,Yes,0,5,0
29,Female,5,Month-to-month,95.95,3512.21,No,Bank transfer,2,4,Yes,No,No,0,5,0
24,Male,71,Month-to-month,52.26,3773.17,Fiber optic,Electronic check,3,0,Yes,No,Yes,0,4,0
20,Male,51,Month-to-month,123.17,4093.72,Fiber optic,Bank transfer,2,1,No,No,Yes,0,1,1
27,Female,57,Month-to-month,84.55,2124.18,DSL,Electronic check,1,1,Yes,No,Yes,0,3,0
51,Male,58,Month-to-month,20.92,7665.98,Fiber optic,Mailed check,2,2,Yes,No,No,0,3,1
42,Female,36,One year,96.87,3907.87,Fiber optic,Credit card,2,1,No,Yes,No,0,4,0
52,Female,10,One year,123.75,5548.0,Fiber optic,Bank transfer,2,1,Yes,No,No,0,1,1
33,Female,50,Month-to-month,52.56,5564.04,DSL,Electronic check,4,1,No,Yes,No,0,3,1
19,Female,37,Month-to-month,24.92,5502.16,No,Mailed check,2,0,No,Yes,No,1,4,0
27,Male,13,Month-to-month,146.92,7421.37,Fiber optic,Mailed check,2,1,No,No,Yes,0,5,0
55,Female,19,Month-to-month,29.95,7332.3,Fiber optic,Credit card,1,0,No,Yes,Yes,0,5,0
39,Male,56,One year,141.94,3812.59,No,Electronic check,1,0,Yes,Yes,No,0,4,0
43,Female,45,Month-to-month,66.71,5759.03,Fiber optic,Credit card,0,2,Yes,No,Yes,0,2,1
60,Female,60,Two year,142.39,1015.18,Fiber optic,Electronic check,2,2,Yes,No,Yes,0,5,0
72,Female,68,Month-to-month,104.35,907.88,Fiber optic,Mailed check,2,3,Yes,No,Yes,0,2,0
56,Male,57,Month-to-month,135.73,4371.26,Fiber optic,Electronic check,1,4,Yes,No,No,0,1,1
44,Male,54,One year,122.16,8111.82,Fiber optic,Mailed check,1,0,Yes,Yes,No,0,2,0
46,Male,37,One year,23.64,5885.0,Fiber optic,Electronic check,2,2,No,Yes,Yes,0,1,1
64,Male,37,One year,28.51,6056.03,Fiber optic,Bank transfer,3,1,Yes,Yes,Yes,0,3,0
55,Female,14,Two year,88.35,1503.29,No,Credit card,5,1,Yes,No,No,0,1,0
37,Female,44,Month-to-month,36.85,4134.41,No,Credit card,2,3,No,Yes,Yes,0,1,0
44,Male,42,Two year,79.93,3667.04,Fiber optic,Credit card,1,1,No,No,Yes,0,1,0
58,Male,1,Month-to-month,144.1,7068.51,Fiber optic,Bank transfer,0,0,No,No,Yes,0,5,0
71,Male,23,Two year,58.32,1326.63,Fiber optic,Bank transfer,3,1,No,Yes,No,0,4,0
37,Female,64,Month-to-month,83.56,4898.8,Fiber optic,Mailed check,4,2,Yes,Yes,No,0,3,0
61,Male,28,Month-to-month,69.95,8211.03,Fiber optic,Mailed check,2,0,No,No,No,0,4,0
36,Male,4,One year,101.88,8042.89,Fiber optic,Credit card,2,1,Yes,No,Yes,1,1,0
37,Female,41,Month-to-month,45.2,7685.8,DSL,Bank transfer,4,0,Yes,No,No,1,5,0
52,Male,60,Month-to-month,53.79,3437.37,Fiber optic,Bank transfer,3,0,Yes,No,No,0,2,0
64,Female,18,Month-to-month,131.64,8475.8,Fiber optic,Credit card,0,0,Yes,Yes,Yes,0,3,0
19,Female,63,One year,125.47,7267.17,No,Electronic check,2,0,No,No,No,0,5,0
47,Female,61,Two year,122.59,7675.16,DSL,Mailed check,2,1,Yes,Yes,No,0,4,0
70,Female,49,One year,120.22,8397.95,Fiber optic,Mailed check,2,4,Yes,Yes,No,0,5,0
51,Female,47,Two year,79.73,8439.31,Fiber optic,Electronic check,1,0,No,Yes,Yes,0,3,0
39,Male,39,Month-to-month,114.76,2236.58,Fiber optic,Credit card,0,1,No,No,Yes,1,3,0
20,Male,6,Month-to-month,70.34,1236.42,No,Bank transfer,4,0,No,No,Yes,0,1,1
23,Female,53,Month-to-month,33.09,6248.79,Fiber optic,Mailed check,4,3,Yes,No,No,0,4,0
32,Female,25,One year,71.14,5112.6,Fiber optic,Bank transfer,2,1,No,Yes,Yes,0,1,1
44,Male,65,Month-to-month,40.63,3014.1,Fiber optic,Credit card,1,2,No,Yes,Yes,1,1,0
27,Male,5,Month-to-month,70.81,6191.6,DSL,Credit card,5,2,Yes,No,Yes,0,5,1
26,Female,65,Month-to-month,58.67,651.77,Fiber optic,Mailed check,3,1,No,Yes,Yes,1,2,0
50,Male,8,One year,97.89,520.15,Fiber optic,Credit card,3,1,No,No,Yes,1,1,1
65,Female,43,Two year,111.73,1825.23,DSL,Bank transfer,0,0,Yes,Yes,No,0,5,0
23,Male,5,One year,86.58,6495.15,DSL,Electronic check,1,2,No,Yes,No,0,5,0
58,Male,4,One year,139.53,8537.39,Fiber optic,Credit card,2,0,Yes,Yes,Yes,0,1,1
53,Male,1,Two year,31.83,5988.48,Fiber optic,Mailed check,4,0,No,No,Yes,0,3,0
19,Male,56,Month-to-month,109.4,5927.58,No,Mailed check,2,0,No,Yes,Yes,0,2,0
21,Male,65,Two year,143.58,4659.27,DSL,Credit card,2,0,Yes,No,No,0,3,0
18,Female,3,One year,68.3,7372.2,Fiber optic,Electronic check,2,1,Yes,No,No,0,3,0
36,Male,22,One year,59.71,5921.67,Fiber optic,Credit card,2,0,No,No,Yes,0,2,0
43,Female,72,Month-to-month,42.41,2127.26,DSL,Mailed check,3,1,Yes,Yes,No,1,3,0
42,Female,56,One year,54.49,7651.43,DSL,Bank transfer,1,1,Yes,No,Yes,0,1,0
27,Male,18,Month-to-month,85.25,8682.95,DSL,Credit card,1,0,No,No,Yes,0,4,0
70,Female,25,Two year,128.9,2583.04,DSL,Electronic check,1,2,No,No,Yes,0,5,0
32,Female,48,Two year,56.96,1943.14,Fiber optic,Bank transfer,1,0,Yes,Yes,Yes,0,2,0
39,Female,31,Two year,40.51,3112.89,Fiber optic,Bank transfer,1,1,No,No,No,0,2,0
68,Female,30,One year,55.38,662.11,DSL,Mailed check,3,0,No,No,Yes,1,5,1
65,Female,66,Month-to-month,33.12,7873.55,Fiber optic,Mailed check,2,0,Yes,Yes,No,1,2,0
38,Male,10,Month-to-month,140.47,8370.77,No,Electronic check,1,2,No,Yes,No,0,4,1
73,Female,71,Two year,133.44,5736.4,Fiber optic,Mailed check,2,2,Yes,Yes,No,0,1,1
39,Female,59,Month-to-month,60.1,6902.58,Fiber optic,Credit card,4,0,No,Yes,No,0,1,0
53,Male,51,Month-to-month,52.11,6050.99,DSL,Credit card,0,0,No,Yes,No,0,1,0
51,Male,9,One year,137.7,3458.45,DSL,Bank transfer,1,3,Yes,Yes,Yes,1,3,0
47,Female,54,Month-to-month,20.23,5725.18,Fiber optic,Electronic check,3,0,No,No,Yes,0,4,0
42,Male,62,One year,98.08,7543.25,Fiber optic,Mailed check,2,1,Yes,Yes,Yes,0,3,0
62,Male,9,Month-to-month,139.08,7308.18,Fiber optic,Bank transfer,5,1,Yes,Yes,Yes,0,1,1
45,Male,9,One year,86.11,821.41,No,Bank transfer,0,1,No,No,Yes,1,2,1
18,Male,24,Two year,20.39,4217.15,Fiber optic,Electronic check,0,2,No,Yes,No,0,2,0
66,Male,39,Month-to-month,48.45,3636.16,Fiber optic,Mailed check,0,0,No,Yes,No,0,4,0
62,Male,8,Month-to-month,139.92,6792.88,Fiber optic,Electronic check,0,1,Yes,Yes,Yes,1,2,1
21,Female,25,Month-to-month,22.21,4562.25,DSL,Electronic check,4,1,Yes,Yes,No,0,3,0
24,Female,66,Two year,71.32,3212.34,Fiber optic,Mailed check,1,1,No,No,No,0,4,0
66,Male,10,Month-to-month,122.67,6386.51,Fiber optic,Credit card,1,1,No,No,No,0,2,1
26,Male,24,Month-to-month,128.95,4314.85,DSL,Bank transfer,5,1,Yes,Yes,Yes,0,2,0
53,Female,59,One year,82.09,2383.95,DSL,Bank transfer,0,0,No,Yes,No,0,4,0
36,Male,31,Month-to-month,50.22,8024.71,No,Credit card,1,0,Yes,Yes,No,0,1,0
18,Female,11,Two year,97.96,1106.13,Fiber optic,Electronic check,2,0,Yes,Yes,No,0,2,1
27,Male,6,Two year,54.29,260.98,DSL,Credit card,3,1,No,Yes,No,0,2,0
53,Female,70,Month-to-month,53.18,1380.81,DSL,Bank transfer,1,1,No,No,Yes,0,1,0
26,Female,32,One year,124.99,1556.42,Fiber optic,Mailed check,4,2,No,No,No,1,5,1
62,Male,39,Month-to-month,40.05,4888.58,DSL,Mailed check,1,2,No,No,Yes,0,2,0
63,Male,48,One year,20.72,5661.3,DSL,Credit card,2,0,Yes,No,Yes,1,1,0
59,Male,13,One year,63.78,4092.64,Fiber optic,Bank transfer,2,2,Yes,Yes,Yes,0,2,0
49,Male,59,Month-to-month,83.83,1917.12,Fiber optic,Credit card,4,1,Yes,No,No,0,3,1
23,Male,56,Two year,121.54,4480.15,DSL,Bank transfer,2,1,Yes,Yes,Yes,0,3,0
65,Female,41,Month-to-month,106.26,5132.8,No,Mailed check,4,2,Yes,Yes,Yes,0,4,0
55,Male,56,One year,101.45,2805.26,DSL,Bank transfer,3,1,No,No,Yes,0,4,0
34,Female,35,Month-to-month,106.55,2061.92,DSL,Credit card,4,2,Yes,Yes,No,0,3,1
27,Male,38,Month-to-month,55.3,817.28,DSL,Credit card,0,1,Yes,No,No,0,4,0
44,Female,34,Month-to-month,100.14,1041.05,No,Credit card,2,2,Yes,No,No,0,2,1
71,Male,70,One year,28.52,6704.51,No,Credit card,1,0,Yes,Yes,No,0,3,0
67,Male,11,Month-to-month,58.39,3161.77,DSL,Mailed check,2,1,No,No,Yes,0,5,1
52,Male,27,Month-to-month,72.83,344.03,Fiber optic,Bank transfer,2,1,Yes,Yes,No,0,4,0
69,Male,48,Two year,89.35,4622.67,Fiber optic,Electronic check,3,2,No,No,Yes,0,3,1
38,Male,24,One year,83.24,4871.0,DSL,Bank transfer,1,0,No,No,No,0,4,0
42,Female,18,Two year,113.36,3915.33,DSL,Electronic check,3,1,Yes,No,Yes,0,3,0
45,Male,27,Two year,81.55,1085.08,Fiber optic,Bank transfer,2,1,No,No,Yes,0,3,0
64,Female,54,Two year,137.54,6819.21,Fiber optic,Mailed check,3,1,No,No,Yes,0,2,0
32,Male,55,Two year,69.44,6232.83,Fiber optic,Mailed check,3,0,No,No,No,0,1,0
46,Female,59,Two year,20.42,3489.26,Fiber optic,Electronic check,1,4,No,Yes,Yes,0,1,0
26,Female,34,Month-to-month,60.36,1487.82,Fiber optic,Bank transfer,3,2,Yes,No,No,0,3,0
44,Female,58,Month-to-month,132.65,6806.59,Fiber optic,Mailed check,1,0,Yes,No,No,0,2,0
43,Female,48,Month-to-month,63.36,5436.21,DSL,Electronic check,2,2,Yes,Yes,No,0,2,0
36,Female,54,Month-to-month,52.91,863.56,Fiber optic,Mailed check,2,1,Yes,No,No,0,4,0
73,Male,18,One year,90.66,3464.76,DSL,Credit card,4,1,No,Yes,Yes,0,2,0
45,Female,3,Month-to-month,30.23,8141.69,Fiber optic,Credit card,0,1,No,Yes,Yes,0,3,0
34,Female,24,Month-to-month,89.11,4126.13,DSL,Mailed check,2,2,No,No,Yes,0,2,1
60,Male,1,Month-to-month,59.48,2991.85,Fiber optic,Electronic check,2,0,No,Yes,No,0,4,1
74,Male,6,Month-to-month,69.8,5829.68,DSL,Credit card,2,3,No,Yes,Yes,1,4,1
58,Female,19,One year,122.88,1906.45,No,Mailed check,1,2,No,Yes,Yes,0,3,0
59,Female,43,Month-to-month,106.06,4761.85,Fiber optic,Mailed check,2,2,No,Yes,Yes,0,4,0
67,Female,8,Month-to-month,77.99,6058.75,No,Electronic check,2,1,Yes,Yes,No,0,3,0
37,Male,69,Month-to-month,95.08,7708.42,DSL,Electronic check,2,2,No,Yes,Yes,1,5,0
62,Female,52,Month-to-month,119.69,6263.29,Fiber optic,Credit card,1,0,Yes,No,No,0,2,0
57,Male,47,One year,116.95,3521.25,No,Mailed check,3,2,Yes,Yes,Yes,0,2,0
56,Male,28,Month-to-month,44.09,6933.42,DSL,Credit card,3,0,Yes,No,Yes,0,3,0
66,Male,46,Month-to-month,59.12,8095.76,DSL,Bank transfer,2,3,No,Yes,No,0,5,0
70,Male,4,Month-to-month,65.27,4352.1,Fiber optic,Mailed check,2,0,Yes,No,No,0,5,1
40,Female,8,Month-to-month,44.38,140.06,Fiber optic,Electronic check,2,0,Yes,No,No,0,3,0
64,Male,61,Two year,21.58,7940.17,DSL,Bank transfer,4,0,Yes,Yes,Yes,0,4,0
49,Male,17,Month-to-month,42.62,1572.43,No,Electronic check,3,1,No,Yes,Yes,0,2,1
69,Female,34,Two year,125.07,1224.3,Fiber optic,Electronic check,4,1,No,No,Yes,0,5,0
50,Female,34,Month-to-month,64.42,3481.86,DSL,Credit card,3,2,No,Yes,No,0,2,0
74,Male,43,Two year,99.08,7214.45,DSL,Bank transfer,5,0,Yes,Yes,No,0,2,0
63,Female,10,One year,116.18,3563.73,DSL,Mailed check,1,0,No,Yes,Yes,0,3,0
22,Male,30,One year,66.08,534.51,Fiber optic,Credit card,2,1,No,Yes,Yes,0,1,0
60,Male,25,Month-to-month,80.59,5760.06,Fiber optic,Credit card,1,0,No,No,No,1,3,0
65,Female,57,One year,28.35,6073.87,DSL,Mailed check,1,0,Yes,No,No,0,3,0
51,Male,63,Month-to-month,97.62,7346.57,No,Mailed check,4,1,No,No,No,0,3,1
57,Male,71,Month-to-month,66.33,3649.91,Fiber optic,Electronic check,2,1,Yes,No,Yes,0,1,0
28,Female,47,Two year,76.36,866.03,DSL,Bank transfer,7,0,Yes,No,No,0,1,0
67,Male,3,Two year,74.94,5022.25,Fiber optic,Mailed check,4,1,No,No,No,0,5,0
20,Male,46,Month-to-month,102.21,1176.88,DSL,Bank transfer,1,3,Yes,Yes,No,1,2,0
75,Female,36,One year,94.42,251.97,Fiber optic,Credit card,3,1,No,Yes,No,0,4,0
28,Female,10,Month-to-month,22.2,3690.35,No,Credit card,1,0,Yes,No,No,0,1,0
33,Female,34,Month-to-month,100.73,4772.55,DSL,Electronic check,0,1,Yes,Yes,Yes,0,5,0
35,Female,8,Month-to-month,134.35,5999.36,DSL,Electronic check,2,1,Yes,Yes,Yes,1,2,0
47,Male,55,One year,120.04,3669.15,DSL,Mailed check,0,2,No,Yes,No,1,2,1
65,Female,10,Two year,147.61,555.07,DSL,Mailed check,4,0,No,Yes,Yes,0,2,0
72,Male,57,Month-to-month,38.08,2349.42,Fiber optic,Mailed check,1,3,No,No,No,0,2,0
27,Female,45,One year,48.93,1829.64,Fiber optic,Credit card,0,1,No,No,No,0,3,0
35,Male,50,One year,90.1,8798.81,No,Mailed check,2,2,No,No,Yes,0,3,0
55,Male,64,One year,50.66,6681.6,DSL,Electronic check,4,0,Yes,Yes,No,0,2,0
36,Female,2,Month-to-month,24.49,4118.79,Fiber optic,Mailed check,2,0,Yes,Yes,No,0,5,1
30,Male,62,Two year,57.39,1131.07,No,Credit card,2,1,Yes,Yes,Yes,1,1,0
63,Female,15,Month-to-month,143.91,8514.5,Fiber optic,Electronic check,2,2,No,No,No,0,3,1
20,Female,14,Two year,51.0,379.02,DSL,Bank transfer,2,1,Yes,No,Yes,0,2,0
27,Female,31,Month-to-month,36.83,8202.53,DSL,Credit card,1,0,No,Yes,No,0,3,0
55,Male,29,Two year,36.29,3487.02,Fiber optic,Mailed check,1,1,Yes,No,No,0,2,0
18,Male,27,Month-to-month,124.82,2001.33,No,Mailed check,2,3,Yes,No,Yes,0,4,1
72,Male,9,Month-to-month,112.93,1009.87,Fiber optic,Electronic check,1,1,Yes,No,Yes,0,5,1
